Darija (Arabic),English
العالم كوولو فيهم غيير بزوج بيهم ... فاش كانبغييو كانساو دواتنا وأرواحنا كانساو العالم بلي,"The whole world is just about two of them... When we love, we forget ourselves and our souls, we forget the world."
فيييه ... بلا مايحسو بزووج ندامجو فقبلة عفييييفة كاتبين مدا حبهم لبعضياتهم ... كأنهم كايعبرو,"In it ... without anyone noticing, a couple merges in a chaste kiss, expressing their love for each other ... as if they are communicating."
على مدا تعلق ريمان برافائيل ورافائيل بريمان ... وكأن ريمان كاتبصم على رافائيل بديك القبلة,Why is Riman attached to Raphael and Raphael to Riman... as if Riman is sealing Raphael with that kiss?
بلي ديالها بوحدهاا ... ورافائيل بديك القبلة كايعلن للعالم بلي أي واحد فكر ولو غير,"That it's hers alone... and Raphael, with that kiss, declares to the world that anyone who even thought..."
فكرة يتقرب من ريمان غايكون مقابل تفكيرو الموت ... كانت قبلة عفيفة بزااااف من كيلا,The idea of getting closer to Riman would be in exchange for his thoughts of death... it was a very innocent kiss from Kayla.
الطرفين ... قبلة أقل مانقول عليهاا كلها حب ومشاعر فيقهم من سباتهم صوت بحال ديال,The two sides ... a kiss that can only be described as full of love and emotions woke them from their slumber with a voice like.
اتصال جاي من الكابيني ... كانت المبادرة من ريمان هي لي بعدات راسها وعينيها حانياهم,A call came from the office... It was Riman's initiative to lower her head and eyes.
... غمض رافائيل عينيه براحة ... وتنهد تا حسات ريمان بالهواء لي خرج من فمو,"... Raphael closed his eyes in comfort ... and sighed, making Riman feel the air that came out of his mouth."
دافئ ضرب ليهاا فجبهتها ... كحزات لور تا بعدات علييه وراسها فالأرض ... كاتعصر فصبعانها,"Warm, he hit her on her forehead... She flinched back, moving away from him, her head down... She was clenching her fingers."
بتوتر ... وقالت للرافائيل لي كايراقب تحركاتها وابتسامة على محياه ريمان : احم شي واحد,"Nervously ... she said to Raphael, who was observing her movements with a smile on his face, ""Ahem, someone."""
... يمكن تيليفونك رافائيل : غير الكابيني ... كايعلموني بلي قربناا نوصلناا ... سيري لبيتك,"... Your phone, Raphael: just the booth ... They're letting me know that we're almost there ... Go to your house."
جمعي حوايجك أما هو طلع الكابيني وطبعا فرحتو لاااااا توصف بعد اعتراف ريمان لييه ...,"Gather your things, but he went up to the office, and of course, his joy was indescribable after Riman confessed to him..."
حااااس براسو كايطييير ... أخييراا حياتو غاديا تستقر مع ماماه والبنت لي كايبغي بعييد على,"He feels like he's flying... Finally, his life is going to settle with his mom and the girl he loves, far from..."
الدمياات والتنوعير ديال الديب ... غير هو والناس لي كايبغي ... فرحااان بزااااف وابتسامتو الجذابة,The puppets and the wolf's howling... it's just him and the people he loves... very happy and his charming smile.
مافرقاتش وجهو ... طلع قاد الأمور لي علييه ... وريمان بعدماا فاقت من الصدمة لي,"His expression didn’t change... he handled the situation calmly... and Riman, after recovering from the shock..."
كانت فيهاا .. بغيت نقوول الحلم زويين لي كانت فييه ... ردات شعرها ورا ودنيهاا,She tucked her hair behind her ear.
... وبلا مانوصف ليكم إحساسها 😉 بانت على فمها ابتسامة زويينة أول مرة تبتاسمها فحياتها,"... And without describing her feelings to you 😉 A beautiful smile appeared on her face, the first time she ever smiled in her life."
... حااسة براسها يلاااه جات من كوكب آخر .... غمضات عينيها وتنهدات ... ومشااات لبيتها,"... She felt like she just came from another planet ... She closed her eyes, sighed ... and went to her home."
كاتجمع حوايجهاا ... وكاتغني بصوتها العذب الرائع ريمان : أخيرا قالها قال احبك قالها، وانا,"She is gathering her things... and singing with her sweet, wonderful voice: ""Finally, he said it, he said 'I love you,' he said it, and I..."""
قلبي قلبي قلبي قلبي نبضه توقف بعدها واخيرا قالها قال احبك قالها، وانا قلبي قلبي,"My heart, my heart, my heart, my heart, its beat stopped, then finally he said it, he said ""I love you,"" he said it, and my heart, my heart..."
قلبي قلبي نبضه توقف بعدها من فديت انا العيون قال احبك وبجنون ويدي أطير ويدي,"My heart, my heart, its beat stopped. Then, the one I adored said, ""I love you madly,"" and my hand flies, my hand."
أعيش الدنيا بگرباها الفرحه يمه لقيتها صعب جدا وصفها هو قلبي وهو نبضه وحلى نبضه,"I live life with its hardships; I found joy near it. It's very hard to describe. He is my heart, its beat, and the sweetness of its rhythm."
يديقهاا الفرحه يمه لقيتها قال احبك قالها الفرحه يمه لقيتها صعب جدا وصفها اي صحيح,"He said, ""I love you,"" and I found it; it's very hard to describe."
اني هويت حتى اسمي اني نسيت لما قالي تعال احضني بوقتها ادري مايكفي الكلام جنن,"I fell in love so much that I even forgot my name when he told me, ""Come, hug me."" At that moment, I realized words weren't enough."
احساس الغرام، واني مغرم انا احبه اني عاشق يحبني قالها واخيرا قالها قال احبك قالها,"The feeling of love, and I am in love, I love him, I am a lover, he loves me, he said it, finally, he said it, he said ""I love you,"" he said it."
كاتغني وتمايل مع أنغام الأغنية ... والبسمة مافرقاااتش وجههااا ... طوات حوايجها بفرحة ماالي قلبها,She was singing and swaying to the rhythm of the song... her smile never left her face... she folded her clothes with joy filling her heart.
والعالم كاااامل ... سلات جرات فاليزتها ومشات لبيت لي كانو گالسين فيه ... تارافائيل مشا,And the whole world... she finished packing her suitcase and went to the room where they were sitting... Tarafayel left.
يجمع حوايجو من بعد ماسالا من الكابيني ... فيق فيسطون بدا يلعب معاه شوية ...,He gathers his things after leaving the office... he wakes up the piston and starts playing with it a bit...
ويبوسو وهو فرحااان وقال كأنه كايخاطب راسو رافائيل : صااحبي تاهي كااتبغيني ههه شتي خرجاتها,"He kissed her, overjoyed, and said as if talking to himself, ""Rafael: My friend, she loves me too, haha, see, she admitted it!"""
مني ووااخا هككاك كانبغيك مزااااال ماقالتها ... عنييدة بحااال شي معزة هههه شوية خلط تاهو,"""Even though it's like that, I still love you... She hasn't said it yet... Stubborn like a goat haha, a bit mixed up too."""
عليها جار فليزتو ففيسطو تابعو من لوور كاينقز ... نعس تا شبع نعااس ونااض نااشط,That's why he wore his tracksuit and followed him from behind like a king... He slept until he was fully rested and woke up energetic.
